Protein A,Protein B
ESR1,BRCA1
ESR1,CALM1
ESR1,CALM2
ESR1,CALM3
ESR1,CCNH
ESR1,CCNT1
ESR1,CDC25B
ESR1,CDKN1A
ESR1,CITED1
ESR1,COPS5
ESR1,CTNNB1
ESR1,DUT
ESR1,EGFR
ESR1,ERBB2
ESR1,ESRRA
ESR1,FHL2
ESR1,FOXO3
ESR1,GNAI1
ESR1,GTF2B
ESR1,HEXIM1
ESR1,HNF4A
ESR1,HSPA4
ESR1,IGF1R
ESR1,JUNB
ESR1,JUND
ESR1,KAT5
ESR1,KIF1A
ESR1,LDB1
ESR1,MAPK3
ESR1,MLL2
ESR1,MPG
ESR1,MTCH2
ESR1,NFKB1
ESR1,NPPA
ESR1,NR0B1
ESR1,NR2F1
ESR1,NR2F6
ESR1,PHB2
ESR1,PIAS3
ESR1,PIK3R3
ESR1,POLR2D
ESR1,POU4F1
ESR1,POU4F2
ESR1,PRKACA
ESR1,PRMT1
ESR1,PSMC5
ESR1,RARA
ESR1,RBM23
ESR1,RELA
ESR1,RLIM
ESR1,RNF4
ESR1,RXRA
ESR1,SLC30A9
ESR1,SMAD3
ESR1,SMAD4
ESR1,SOS1
ESR1,SP1
ESR1,SP3
ESR1,SREBF1
ESR1,STUB1
ESR1,THRA
ESR1,THRB
ESR1,TRIM28
ESR1,TRIM59
ESR1,TSC2
ESR1,TUBA1B
ESR1,TUBB
ESR1,UBE2I
ESR1,USF1
ESR1,YWHAH
ESR1,ZBTB17
ESR2,AKAP13
ESR2,CALM1
ESR2,CALM2
ESR2,CALM3
ESR2,ESR1
ESR2,MAD2L1
ESR2,MAPK11
ESR2,NCOA7
ESR2,NR0B1
ESR2,NRIP1
ESR2,PELP1
ESR2,PIAS1
ESR2,PIAS3
ESR2,PNRC1
ESR2,PNRC2
ESR2,PPARGC1A
ESR2,PRMT2
ESR2,SMAD3
ESR2,SP1
ESR2,STAT5A
ESR2,TRIM59
ESR2,YWHAH
ESR2,ZBTB17
ESRRA,DUT
ESRRA,ESRRG
ESRRA,GTF2B
ESRRA,LYST
ESRRA,MACF1
ESRRA,NCOA1
ESRRA,NR0B2
ESRRA,PPARGC1A
ESRRA,PRKCD
ESRRA,PROX1
ESRRB,NCOA3
ESRRG,ARHGEF15
ESRRG,CALM1
ESRRG,DAXX
ESRRG,DUT
ESRRG,ESRRA
ESRRG,NCOA1
ESRRG,NRIP1
ESRRG,PNRC1
ESRRG,PNRC2
ESRRG,PROX1
ETF1,GSPT1
ETF1,GSPT2
ETF1,KEAP1
ETFA,ETFB
ETHE1,ATP6V1H
ETHE1,C1orf103
ETHE1,IGSF21
ETHE1,RELA
ETS1,CREBBP
ETS1,GATA3
ETS1,MEIS1
ETS1,NCOR1
ETS1,NFKB1
ETS1,NR3C1
ETS1,SMAD3
ETS1,SP1
ETS1,SP100
ETS1,SRC
ETS1,STAT6
ETS2,CREBBP
ETS2,ETS1
ETS2,GATA3
ETS2,NCOR1
ETS2,NR3C1
ETS2,SMARCA4
ETS2,SRC
ETS2,TTRAP
ETS2,ZFYVE9
ETV1,ERG
ETV4,EP300
ETV4,SRF
ETV5,AR
ETV6,FLI1
ETV6,HDAC9
ETV6,SIN3A
ETV6,SMURF1
ETV6,UBE2I
EVC2,SMAD9
EVL,ABI1
EVL,ABL1
EVL,APBB1
EVL,CRKL
EVL,DNMBP
EVL,FYN
EVL,HCK
EVL,LYN
EVL,PFN2
EVL,SEMA6A
EVL,SPTAN1
EVL,SRC
EVL,WAS
EVL,WASL
EVPL,CSTA
EVPL,DSP
EVPL,IVL
EVPL,KRT1
EVPL,KRT10
EVPL,KRT2
EVPL,KRT5
EVPL,LOR
EVPL,SPRR2A
EVPL,SPRR3
EWSR1,ACTL6A
EWSR1,ATXN3
EWSR1,BAD
EWSR1,BNIP3L
EWSR1,C10orf12
EWSR1,C11orf16
EWSR1,C18orf10
EWSR1,C19orf50
EWSR1,C19orf57
EWSR1,CALM1
EWSR1,CCDC7
EWSR1,CCDC91
EWSR1,CD177
EWSR1,CFDP1
EWSR1,CNST
EWSR1,CPSF6
EWSR1,CPSF7
EWSR1,CUEDC2
EWSR1,CXADR
EWSR1,DFFA
EWSR1,DMRTB1
EWSR1,DNAJB3
EWSR1,DYNLL2
EWSR1,ELAVL3
EWSR1,ELAVL4
EWSR1,FAM131C
EWSR1,FASN
EWSR1,FLI1
EWSR1,GNPDA1
EWSR1,GPBP1L1
EWSR1,HBP1
EWSR1,HERPUD1
EWSR1,HMGA1
EWSR1,HSPA2
EWSR1,KCNMB1
EWSR1,KHDRBS2
EWSR1,KRR1
EWSR1,LILRA3
EWSR1,MAGEA11
EWSR1,MAPK1IP1L
EWSR1,MATK
EWSR1,MDFI
EWSR1,MNS1
EWSR1,MRPS18B
EWSR1,MSC
EWSR1,MTCP1
EWSR1,MTMR9
EWSR1,MYL6
EWSR1,MYO1F
EWSR1,MYOZ2
EWSR1,NBPF3
EWSR1,NDUFB1
EWSR1,NDUFV1
EWSR1,NINL
EWSR1,NLE1
EWSR1,NPPB
EWSR1,NSUN4
EWSR1,NTNG2
EWSR1,PCBP1
EWSR1,PDHX
EWSR1,PGLS
EWSR1,PLSCR1
EWSR1,PRTFDC1
EWSR1,PRUNE2
EWSR1,RAB37
EWSR1,RAD23A
EWSR1,RALYL
EWSR1,RASL11B
EWSR1,RBPMS
EWSR1,RHOXF2
EWSR1,RMND5B
EWSR1,RNF183
EWSR1,RPL31
EWSR1,RPS15A
EWSR1,SALL2
EWSR1,SERP2
EWSR1,SLC1A1
EWSR1,SLC22A24
EWSR1,SMAD4
EWSR1,SSBP2
EWSR1,SUV39H2
EWSR1,TMSB4Y
EWSR1,TRIM37
EWSR1,TRPV5
EWSR1,TSPAN3
EWSR1,TULP2
EWSR1,USP7
EWSR1,VPS72
EWSR1,WDR37
EWSR1,WWP1
EWSR1,WWP2
EWSR1,YY1AP1
EWSR1,ZDHHC3
EWSR1,ZNF165
EXD3,DAZAP2
EXD3,PLSCR1
EXO1,MLH1
EXO1,MSH2
EXO1,MSH3
EXO1,PMS2
EXOC1,RALA
EXOC2,EXOC3
EXOC2,EXOC8
EXOC2,RALA
EXOC2,SERGEF
EXOC3,RALA
EXOC4,DLG3
EXOC4,GRIN2B
EXOC4,RALA
EXOC5,ARF6
EXOC5,RALA
EXOC6B,RALA
EXOC7,AKTIP
EXOC7,ARFGEF2
EXOC7,ARPC1A
EXOC7,EXOC2
EXOC7,EXOC4
EXOC7,IFT20
EXOC7,RALA
EXOC7,RHOQ
EXOC7,RTN4IP1
EXOC7,USHBP1
EXOC8,CCDC85B
EXOC8,KRT20
EXOC8,PLDN
EXOC8,RALA
EXOC8,USHBP1
EXOSC1,EXOSC4
EXOSC1,EXOSC5
EXOSC1,EXOSC7
EXOSC1,EXOSC9
EXOSC1,NUP160
EXOSC1,UPF2
EXOSC1,XRN1
EXOSC10,CHPF
EXOSC10,CIB1
EXOSC10,DIS3
EXOSC10,EIF3M
EXOSC10,EXOSC6
EXOSC10,EXOSC7
EXOSC10,EXOSC8
EXOSC10,FERMT3
EXOSC10,LSM2
EXOSC10,MPHOSPH6
EXOSC10,MPP6
EXOSC10,NAA38
EXOSC10,NOMO1
EXOSC10,PTGES2
EXOSC10,RPE
EXOSC10,RUVBL2
EXOSC10,SCRIB
EXOSC10,SKIV2L
EXOSC10,SSRP1
EXOSC10,TARDBP
EXOSC10,TOX4
EXOSC10,UPF2
EXOSC10,USP16
EXOSC10,USP21
EXOSC10,XRN1
EXOSC10,XRN2
EXOSC2,EXOSC5
EXOSC3,CDK5RAP1
EXOSC3,EXOSC4
EXOSC3,KHSRP
EXOSC4,AKR1A1
EXOSC4,DOM3Z
EXOSC4,EEF1A1
EXOSC4,EXOSC10
EXOSC4,EXOSC2
EXOSC4,GADD45GIP1
EXOSC4,GTF2IRD1
EXOSC4,HNRNPD
EXOSC4,LRRC8D
EXOSC4,MPZL1
EXOSC4,NEK1
EXOSC4,SKIV2L
EXOSC4,SMPD4
EXOSC4,UPF1
EXOSC4,UPF2
EXOSC4,UPF3B
EXOSC5,EXOSC10
EXOSC5,EXOSC3
EXOSC5,LSM5
EXOSC5,NUP210
EXOSC5,PA2G4
EXOSC5,PKM2
EXOSC5,POLR2L
EXOSC5,SFPQ
EXOSC5,ZNF558
EXOSC6,C1QBP
EXOSC6,CHPF
EXOSC6,DIS3
EXOSC6,DNAJC30
EXOSC6,EIF3I
EXOSC6,ESRRA
EXOSC6,EXOSC2
EXOSC6,EXOSC4
EXOSC6,EXOSC5
EXOSC6,EXOSC7
EXOSC6,EXOSC8
EXOSC6,EXOSC9
EXOSC6,KIAA0182
EXOSC6,LSM1
EXOSC6,LSM7
EXOSC6,MIF4GD
EXOSC6,MOCS3
EXOSC6,MPP6
EXOSC6,NAA38
EXOSC6,NDUFA13
EXOSC6,NUDT21
EXOSC6,PSMB1
EXOSC6,RAB3GAP2
EXOSC6,SFRS3
EXOSC6,UPF2
EXOSC6,XRN1
EXOSC6,ZFP36
EXOSC7,DIS3
EXOSC7,EXOSC2
EXOSC7,EXOSC4
EXOSC7,EXOSC5
EXOSC7,EXOSC8
EXOSC7,EXOSC9
EXOSC8,DIS3
EXOSC8,EXOSC2
EXOSC8,EXOSC4
EXOSC8,EXOSC5
EXOSC8,EXOSC9
EXOSC8,FHOD1
EXOSC8,FOXN3
EXOSC8,LSM1
EXOSC8,LSM7
EXOSC8,RASSF1
EXOSC8,XRN1
EXOSC8,ZFP36
EXOSC9,BAT1
EXOSC9,DIS3
EXOSC9,EXOSC2
EXOSC9,EXOSC3
EXOSC9,EXOSC4
EXOSC9,EXOSC5
EXPH5,SMAD9
EXT2,EXT1
EYA1,GNAI2
EYA1,GNAZ
EYA1,SIX1
EYA1,SIX2
EYA2,DMRTB1
EYA2,GNAI2
EYA2,GNAZ
EYA2,RBPMS
EYA2,SIX4
EYA3,SIX1
EYA3,SIX2
EYA3,SIX4
EYA3,SIX5
EYA4,SIX1
EZH2,ATRX
EZH2,CCDC85B
EZH2,GTF3C1
EZH2,HDAC1
EZH2,KLHDC2
EZH2,NINL
EZH2,PHF1
EZH2,PIN4
EZH2,POLA2
EZH2,PSMB6
EZH2,RPN2
EZH2,SMS
EZH2,SUZ12
EZH2,VAV1
EZH2,WDR61
EZH2,WSB2
EZR,ACTB
EZR,ACTC1
EZR,ADRA1B
EZR,CD44
EZR,CTNNB1
F10,F3
F10,F5
F10,F7
F10,F8
F10,GAD2
F10,HIST1H1C
F10,MGST3
F10,PLAT
F10,PLG
F10,PRKAB1
F10,PROS1
F10,SERPINB6
F10,TFPI
F11,F2
F11,GP1BA
F11,HGF
F11,KNG1
F11,SERPINA5
F11,SERPINF2
F11R,ASIP
F11R,CASK
F11R,ITGAL
F11R,MLLT4
F11R,MPDZ
F11R,PARD3
F11R,PTPRB
F11R,TJP1
F12,APOH
F12,APP
F12,CD93
F12,GP1BA
F12,KRT1
F13B,F13A1
F2,AANAT
F2,AKR7A2
F2,AMBP
F2,CPB2
F2,F13A1
F2,F2R
F2,F2RL1
F2,FGA
F2,HGFAC
F2,PLAU
F2,PROC
F2,PROS1
F2,PROZ
F2,SERPINB6
F2,SERPINC1
F2,SERPIND1
F2,SERPINE1
F2,SPP1
F2,ST13
F2R,GNA15
F2R,GNAI2
F2RL1,CBL
F2RL2,CDH5
F2RL2,CTSG
F2RL2,F11R
F2RL2,F2
F2RL3,F2
F2RL3,F2RL2
F5,CALR
F5,CTSG
F5,F2
F5,PROS1
F5,SERPINA3
F7,F3
F8,ASGR2
F8,CALR
F8,CANX
F8,F2
F8,HSPA5
F8,LRP1
F8,MCFD2
F8,PROC
F8,PROS1
F8,VWF
F8A1,HTT
F8A1,TLR10
F9,F2
F9,F7
F9,F8
F9,LRP1
FABP3,VPS28
FABP4,LIPE
FABP4,VIM
FABP5,S100A7
FADD,ABCA1
FADD,CASP10
FADD,CASP8
FADD,CFLAR
FADD,DAP3
FADD,DAPK1
FADD,DDX24
FADD,EDA2R
FADD,FAS
FADD,FASLG
FADD,IRAK1
FADD,LRRCC1
FADD,MOBKL3
FADD,MYD88
FADD,NACA
FADD,NOL3
FADD,PRKCZ
FADD,RALBP1
FADD,TNFRSF10A
FAF1,ASCC2
FAF1,CASP8
FAF1,CSNK2B
FAF1,FADD
FAF1,FAS
FAF1,SNIP1
FAF2,FAF1
FAIM2,FAS
FAM107A,CCDC85B
FAM107A,KRTAP4-12
FAM107A,NINL
FAM107A,USHBP1
FAM107A,WDR47
FAM124B,CCDC85B
FAM125A,CD2AP
FAM125A,SH3KBP1
FAM127A,UBQLN1
FAM131C,DNAJA3
FAM134A,KIAA1377
FAM160A2,REEP6
FAM160A2,RTN3
FAM162A,HSP90AA1
FAM175A,BRCA1
FAM175A,UIMC1
FAM178B,LRSAM1
FAM32A,NSFL1C
FAM45B,C17orf61
FAM46A,BAT3
FAM46A,BCCIP
FAM46A,COL4A2
FAM46A,EGLN2
FAM46A,HDLBP
FAM46A,HTRA1
FAM46A,KEAP1
FAM46A,PSG3
FAM46A,RNF14
FAM46A,ZFYVE9
FAM48A,MAPK14
FAM48A,UBQLN4
FAM57A,GGT7
FAM57A,SLC3A2
FAM63A,NAA38
FAM76B,KRTAP4-12
FAM82A2,YWHAG
FAM84B,CTNNA1
FAM96A,CIAO1
FAM96B,CIAO1
FANCA,BRCA1
FANCA,CDK1
FANCA,FANCC
FANCA,FANCE
FANCA,FANCF
FANCA,FANCG
FANCA,IKBKB
FANCA,SMARCA4
FANCA,SMARCC1
FANCA,SMARCD3
FANCA,SPTAN1
FANCB,F3
FANCC,CDK1
FANCC,HSP90B1
FANCC,HSPA1A
FANCC,SPTA1
FANCC,SPTAN1
FANCD2,BRCA1
FANCD2,FANCC
FANCD2,NBN
FANCD2,RAD51
FANCD2,USP1
FANCE,FANCC
FANCE,FANCD2
FANCF,FANCC
FANCF,FANCG
FANCF,MARK3
FANCF,OLFM2
FANCG,BRCA2
FANCG,CYP19A1
FANCG,FANCC
FANCG,FANCE
FANCG,GABPB1
FANCG,SAMD3
FANCG,USHBP1
FANCI,FANCD2
FANCL,TGFBR1
FAP,DPP4
FAP,PLAUR
FARP2,SRC
FARP2,YWHAG
FARSA,HNRNPR
FAS,APAF1
FAS,C14orf1
FAS,C1orf103
FAS,CALM1
FAS,CRMP1
FAS,EZR
FAS,MET
FAS,PRKCA
FAS,PTPN6
FAS,RAP1A
FASLG,EZR
FASLG,FAS
FASLG,FNBP1
FASLG,GRB2
FASLG,PIN1
FASLG,PSTPIP1
FASTK,RBPMS
FASTK,TIA1
FASTKD5,CCDC85B
FAT1,HOMER1
FAT1,HOMER3
FATE1,RNF183
FATE1,TRAF2
FATE1,USHBP1
FAU,COPS6
FBF1,CCDC85B
FBF1,FAS
FBF1,IFT20
FBF1,TRIM27
FBF1,USHBP1
FBL,MAP3K14
FBL,SMN2
FBL,TBC1D17
FBLIM1,FERMT2
FBLIM1,FLNA
FBLIM1,FLNB
FBLN1,APP
FBLN1,ELN
FBLN1,FGB
FBLN1,FN1
FBLN1,GFI1B
FBLN1,HBEGF
FBLN1,ITGB1
FBLN1,MOBKL3
FBLN1,NID1
FBLN1,SMAD4
FBLN1,VCAN
FBLN2,COL18A1
FBLN2,COL4A1
FBLN2,COL4A2
FBLN2,COL4A3
FBLN2,COL4A4
FBLN2,ELN
FBLN2,FBN1
FBLN2,FN1
FBLN2,NID1
FBLN2,VCAN
FBLN5,LPA
FBLN5,TOP3B
FBN1,CALR
FBN1,DCN
FBN1,ELN
FBN1,FBN2
FBN1,HSPG2
FBN1,VCAN
FBN2,MFAP2
FBP1,ACTN1
FBP1,ASCC2
FBP1,ATP5J2
FBP1,C14orf135
FBP1,FXR2
FBP1,HSPA8
FBP1,LNX1
FBP1,RNF183
FBXL12,CDKN1C
FBXL12,SMAD1
FBXL12,TGFBR1
FBXL18,KRTAP4-12
FBXL18,PLSCR1
FBXL2,SKP1
FBXL3,SKP1
FBXL4,SKP1
FBXL5,SKP1
FBXL8,SKP1
FBXO17,SKP1
FBXO18,CUL1
FBXO18,SKP1
FBXO2,AHSG
FBXO2,ITGB1
FBXO2,SKP1
FBXO25,CUL1
FBXO25,SKP1
FBXO30,SMAD1
FBXO30,SMAD4
FBXO30,SMURF1
FBXO32,SKP1
FBXO33,YBX1
FBXO34,SMAD4
FBXO34,TGFBR1
FBXO38,KLF7
FBXO4,SKP1
FBXO44,SKP1
FBXO5,CDC20
FBXO5,EVI5
FBXO5,FZR1
FBXO7,BIRC2
FBXO7,SKP1
FBXO9,SKP1
FBXW11,BTRC
FBXW11,CDC25A
FBXW11,CUL1
FBXW11,GLI2
FBXW11,NFKBIA
FBXW2,CUL1
FBXW2,SKP1
FBXW4,CUL1
FBXW5,KRTAP4-12
FBXW7,C6orf167
FBXW7,CCNE1
FBXW7,CUL1
FBXW7,FAM101A
FBXW7,HIPK2
FBXW7,JUN
FBXW7,KIAA1875
FBXW7,LINGO1
FBXW7,MYC
FBXW7,NOTCH1
FBXW7,NOTCH4
FBXW7,PARK2
FBXW7,PSEN1
FBXW7,SHPRH
FBXW7,SKP1
FBXW8,CUL7
FBXW8,RBX1
FBXW8,SKP1
FCAR,CD79A
FCAR,FCGR1A
FCAR,OSCAR
FCAR,PILRA
FCAR,PPP2CA
FCER1A,FCER1G
FCER1A,ITIH2
FCER1A,MS4A2
FCER1G,FCGR3A
FCER1G,KIR2DL4
FCER2,CR2
FCER2,FYN
FCGR1A,APCS
FCGR1A,CRP
FCGR1A,FCGR3A
FCGR1A,HCK
FCGR1A,HRG
FCGR2A,CRP
FCGR2A,GP6
FCGR2A,HCK
FCGR2B,APCS
FCGR2B,C14orf1
FCGR2B,CRP
FCGR2B,INPP5D
FCGR2B,INPPL1
FCGR2B,LY6E
FCGR2B,PTPN6
FCGR3A,APCS
FCGR3A,CD247
FCGR3A,CD38
FCGR3A,IGHG1
FCGR3A,LCK
FCGR3B,APCS
FCGRT,ALB
FCGRT,B2M
FCGRT,CA6
FCHO1,SMURF1
FCHSD2,CASK
FCHSD2,CCDC158
FCHSD2,CCDC85B
FCN1,ELN
FCN1,TGFB1
FCN2,MASP1
FCRL3,ZAP70
FDFT1,ARL6IP1
FDFT1,FAM101A
FDFT1,RUVBL2
FDFT1,SHPRH
FDFT1,TMEM43
FDPS,ATXN1
FDXR,FDX1
FEM1A,PPM1F
FEM1B,APAF1
FEM1B,FAS
FEM1B,KIAA0319
FEN1,APEX1
FEN1,ARHGDIA
FEN1,CDK2
FEN1,EEF1G
FEN1,HNRNPA1
FEN1,PCNA
FER,CALM1
FER,CTNNB1
FER,CTTN
FER,EGFR
FER,JAK1
FER,JUP
FER,STAT3
FERD3L,TCF3
FERMT3,NAA38
FES,BCR
FES,DOK1
FES,IL4R
FES,IRS2
FES,JAK3
FES,PIK3R1
FES,RASA1
FES,STAT3
FEZ1,BARD1
FEZ1,BRD1
FEZ1,C13orf34
FEZ1,C16orf59
FEZ1,CIB1
FEZ1,CLASP2
FEZ1,DIS3L2
FEZ1,DISC1
FEZ1,DRAP1
FEZ1,HEATR2
FEZ1,HTATSF1
FEZ1,HTT
FEZ1,IMMT
FEZ1,NBR1
FEZ1,NEK1
FEZ1,OLFML3
FEZ1,PDCD7
FEZ1,PRKCZ
FEZ1,PTN
FEZ1,RAB3GAP2
FEZ1,RAI14
FEZ1,RIF1
FEZ1,SCOC
FEZ1,SMARCD1
FEZ1,SMC3
FEZ1,SMEK2
FEZ1,TBC1D25
FEZ1,TLK2
FEZ1,TXNDC9
FEZ1,WWC1
FEZ2,FEZ1
FEZ2,NEK1
FEZ2,PRKCZ
FFAR1,GNAI1
FFAR1,GNAQ
FFAR2,GNAO1
FFAR2,GNAQ
FGA,F13A1
FGA,NID1
FGB,CALR
FGB,FGA
FGB,NID1
FGD1,ABP1
FGD1,CDC42
FGD1,CTTN
FGD4,ACTA1
FGF1,CSNK2A1
FGF1,CSNK2A2
FGF1,CSNK2B
FGF1,NRP1
FGF1,RPS2
FGF10,FGFR2
FGF10,POMC
FGF13,SCN8A
FGF19,FGFR4
FGF2,CD44
FGF2,CSNK2A1
FGF2,CSNK2A2
FGF2,FGFR3
FGF2,NRP1
FGF2,RPS6KA3
FGF2,SDC1
FGF2,SDC2
FGF2,SDC3
FGF21,KLB
FGF23,PHEX
FGF3,FGFR2
FGF3,RPS2
FGF4,FGFR2
FGF4,NRP1
FGF5,FGFR1
FGF6,FGFR1
FGF6,FGFR2
FGF6,FGFR3
FGF7,COL1A1
FGF7,COL2A1
FGF7,COL3A1
FGF7,HSPG2
FGF7,NRP1
FGF8,FGFR3
FGF8,FGFR4
FGF9,FGFR2
FGF9,FGFR3
FGFBP1,FGF1
FGFBP1,FGF2
FGFBP1,HSPG2
FGFBP1,UBQLN4
FGFR1,CREBBP
FGFR1,CRK
FGFR1,FDPS
FGFR1,FGF1
FGFR1,FGF17
FGFR1,FGF18
FGFR1,FGF2
FGFR1,FGF3
FGFR1,FGF4
FGFR1,FGF7
FGFR1,FGF8
FGFR1,FGF9
FGFR1,FRS2
FGFR1,GRB2
FGFR1,IL17RD
FGFR1,NCAM1
FGFR1,NCK2
FGFR1,NRP1
FGFR1,PIK3R1
FGFR1,PIK3R2
FGFR1,PLCG1
FGFR1,RPS6KA1
FGFR1,RTN3
FGFR1,SH3BP2
FGFR1,SLA
FGFR1,TENC1
FGFR2,CACNA1D
FGFR2,FGF1
FGFR2,FGF17
FGFR2,FGF18
FGFR2,FGF23
FGFR2,FGF5
FGFR2,FGF7
FGFR2,FGF8
FGFR2,PAK4
FGFR2,PLCG1
FGFR2,PTK2B
FGFR3,ARAP1
FGFR3,C13orf34
FGFR3,CCDC17
FGFR3,FGF1
FGFR3,FGF17
FGFR3,FGF18
FGFR3,FGF23
FGFR3,FGF3
FGFR3,FGF4
FGFR3,FGF5
FGFR3,FGF7
FGFR3,GRB2
FGFR3,GTF3C1
FGFR3,HBZ
FGFR3,HNRNPL
FGFR3,KIAA1377
FGFR3,KRT8
FGFR3,NDUFS6
FGFR3,POLA2
FGFR3,RADIL
FGFR3,RNF130
FGFR3,RPL8
FGFR3,SLC25A6
FGFR3,SMG7
FGFR3,STAT1
FGFR3,STAT3
FGFR4,CDH2
FGFR4,EPHA4
FGFR4,FGF1
FGFR4,FGF17
FGFR4,FGF18
FGFR4,FGF2
FGFR4,FGF3
FGFR4,FGF4
FGFR4,FGF5
FGFR4,FGF6
FGFR4,FGF7
FGFR4,FGF9
FGFR4,PLCG1
FGFR4,STAT1
FGFR4,STAT3
FGFRL1,FGF2
FGG,F13A1
FGG,F13B
FGG,FGA
FGG,FGB
FGG,ITGAM
FGR,ARRB1
FGR,DOK1
FGR,HCLS1
FGR,SNCA
FGR,SRC
FGR,YWHAQ
FHIT,FDXR
FHIT,HSPD1
FHL1,HIVEP3
FHL1,MYBPC1
FHL1,RBPJ
FHL1,RING1
FHL1,SRF
FHL2,AK1
FHL2,AR
FHL2,ATXN1
FHL2,CKM
FHL2,CTNNB1
FHL2,EP300
FHL2,FHL1
FHL2,FOXO1
FHL2,HAND1
FHL2,IGFBP5
FHL2,ITGA7
FHL2,ITGB1
FHL2,ITGB2
FHL2,ITGB6
FHL2,MCM7
FHL2,PFKM
FHL2,PSEN2
FHL2,SRF
FHL2,TNFRSF11A
FHL2,TTN
FHL2,ZFYVE9
FHL3,ACTB
FHL3,ADAMTSL4
FHL3,CDC25B
FHL3,CTBP2
FHL3,FHL2
FHL3,ITGA7
FHL3,KLF8
FHL3,LNX1
FHL3,MAPK1
FHL3,MED15
FHL3,PHC2
FHL3,RBM42
FHL3,RFX6
FHL3,SRF
FHL5,CREB1
FHL5,CREM
FHL5,DNAL4
FHL5,FHL2
FHL5,SMAD1
FHL5,SRF
FHOD1,ACTA1
FHOD1,ACTG1
FHOD1,CR2
FHOD1,LNPEP
FHOD1,PFN2
FHOD1,PRKG1
FHOD1,RAC1
FHOD1,RNF5
FIBP,CSNK2A1
FIBP,CSNK2B
FIBP,FGF1
FIBP,FGFBP1
FIBP,RNF32
FICD,HTT
FIGF,FLT4
FIGF,ITGA9
FIGF,KDR
FIS1,DNM1L
FIZ1,FLT3
FIZ1,NRL
FKBP10,ELN
FKBP1A,DHFR
FKBP1A,ITPR1
FKBP1A,MTOR
FKBP1A,PPP3CA
FKBP1A,RYR1
FKBP1A,RYR3
FKBP1B,RYR2
FKBP2,BAT3
FKBP2,C1QC
FKBP2,EPB41
FKBP2,UBQLN4
FKBP3,CSNK2A1
FKBP3,CSNK2A2
FKBP3,CSNK2B
FKBP4,ATOX1
FKBP4,FKBP1A
FKBP4,GLMN
FKBP4,IRF4
FKBP4,NR3C1
FKBP4,NR3C2
FKBP4,PHYH
FKBP4,SMURF2
FKBP5,CHUK
FKBP5,HSP90AA1
FKBP5,IKBKE
FKBP6,CCNK
FKBP6,GAPDH
FKBP6,HSP90AA1
FKBP6,NME7
FKBP8,BCL2
FKBP8,BCL2L1
FKBP8,PPP3CA
FLAD1,PRTFDC1
FLG,CSNK2A1
FLI1,ERG
FLI1,SMAD9
FLI1,TTRAP
FLII,ACTB
FLII,ACTL6A
FLII,ESR1
FLII,GRIP1
FLII,MYD88
FLII,PRMT1
FLNA,ARHGAP24
FLNA,ARRB1
FLNA,ARRB2
FLNA,CCNB1
FLNA,CDC42
FLNA,DCN
FLNA,DRD2
FLNA,DRD3
FLNA,F3
FLNA,FURIN
FLNA,GP1BA
FLNA,GRIK1
FLNA,GRIK3
FLNA,ITGB1
FLNA,ITGB7
FLNA,PRKCA
FLNA,PSEN1
FLNA,RALA
FLNA,RHOA
FLNA,SELE
FLNA,SHBG
FLNA,TLR10
FLNA,VHL
FLNB,ATF7IP
FLNB,FLNA
FLNB,GP1BA
FLNB,ITGB1
FLNB,PSEN1
FLNB,PSEN2
FLNB,SMURF2
FLNB,TSHR
FLNC,KY
FLNC,MYOZ2
FLOT1,ARG1
FLOT1,FLOT2
FLOT1,FYN
FLOT1,GOLM1
FLOT1,SHBG
FLOT1,SORBS1
FLRT3,FGFR1
FLT1,CTNNB1
FLT1,FYN
FLT1,GRB2
FLT1,NCK1
FLT1,NRP1
FLT1,NRP2
FLT1,PLCG1
FLT1,PTPN11
FLT1,YES1
FLT3,GRB2
FLT3LG,FLT3
FLT3LG,KITLG
FLT3LG,PFN2
FLT4,ATF7IP
FLT4,GRB2
FLT4,ITGA5
FLT4,ITGB1
FLT4,KDR
FLT4,PTK2
FLT4,PTPN11
FLT4,SHC3
FMNL1,PFN1
FMNL1,PRPF40A
FMNL1,RAC1
FMNL1,XRCC6
FMNL2,PRPF40A
FMNL3,PRPF40A
FMOD,TGFB1
FMOD,TGFB2
FMOD,TGFB3
FMR1,NCL
FMR1,RANBP9
FMR1,YBX1
FN1,ADAMTS4
FN1,APCS
FN1,C1QA
FN1,COL13A1
FN1,COL1A1
FN1,COL1A2
FN1,COL2A1
FN1,COL4A1
FN1,COL4A2
FN1,COL4A3
FN1,COL4A4
FN1,COL7A1
FN1,CRP
FN1,CTSD
FN1,DCN
FN1,F13A1
FN1,FASLG
FN1,FST
FN1,FSTL3
FN1,HGF
FN1,IGFBP5
FN1,MMP9
FN1,PRPF40A
FN1,SKIL
FN1,SMAD4
FN1,SMAD9
FNBP1,AKAP9
FNBP1,DNM1
FNBP1,RND2
FNBP1,SNX2
FNBP1,TNKS
FNBP1,WASL
FNBP1L,SGSM2
FNBP1L,WASL
FNBP4,FYN
FNBP4,KHDRBS1
FNBP4,LBR
FNBP4,PLXNA2
FNBP4,PRPF40A
FNBP4,SYNJ1
FNDC5,PTS
FNDC6,IL20
FNTA,ACVR1
FNTA,CENPF
FNTA,GBP1
FNTA,HRAS
FNTA,PTP4A3
FNTA,RHOB
